document_id,borough,zip,block,lot,address,recorded_date,doc_amount,doc_type
2018030201137002,Brooklyn,11207,4075,127,568 SCHENCK AVENUE,2018-03-06,630000,MTGE
2018030200269001,Bronx,10466,4848,9,861 EAST 223 STREET,2018-03-02,115148.23,MTGE
2018030100533001,Bronx,10466,4979,66,4061 GRACE AVENUE,2018-03-01,33727.35,MTGE
2018022800269001,Brooklyn,11233,1551,58,156 ROCKAWAY AVENUE,2018-03-01,15905.35,MTGE
2018012601154001,Bronx,10467,4674,91,872 EAST 216 STREET,2018-02-28,118639.53,MTGE
2018022700436002,Queens,11694,16317,48,142 BEACH 144 STREET,2018-02-28,954225,MTGE
2018022700905001,Bronx,10466,4866,6,4139 PAULDING AVENUE,2018-02-28,91302.52,MTGE
2018022801065001,Bronx,10461,4172,37,1634 JARVIS AVENUE,2018-02-28,546000,MTGE
2018022300987001,Brooklyn,11221,1653,6,149 PATCHEN AVENUE,2018-02-27,110745.49,MTGE
2018022700433002,Queens,11434,12453,10,118-25 179TH   STREET,2018-02-27,787500,MTGE
2017120800149002,Brooklyn,11236,7994,44,1066 REMSEN AVENUE,2018-02-26,131404.92,MTGE
2018022200882001,Brooklyn,11234,7801,52,1244 EAST 54TH   STREET,2018-02-26,114369.63,MTGE
2018022200929003,Brooklyn,11203,4961,54,1245 TROY AVENUE,2018-02-26,840000,MTGE
2018022300961002,Bronx,10457,3080,50,2010 BELMONT AVENUE,2018-02-26,52747.74,MTGE
2018021501205004,Queens,11358,6026,34,199-13 33RD   AVENUE,2018-02-23,954225,MTGE
2018022100449001,Queens,11691,15819,159,153A BEACH 27 STREET,2018-02-23,129496.51,MTGE
2018022100966001,Brooklyn,11238,1963,76,172 ST JAMES PLACE,2018-02-23,36722.76,MTGE
2018022200032001,Brooklyn,11203,4696,34,4815 SNYDER AVENUE,2018-02-23,130079.42,MTGE
2018022200157002,Brooklyn,11226,4915,8,158 EAST 31ST   STREET,2018-02-23,954225,MTGE
2018022300329001,Bronx,10473,3660,118,934 FTELEY AVENUE,2018-02-23,149443.83,MTGE
2018021400384001,Queens,11422,13214,45,134-28 244TH   STREET,2018-02-22,76968.86,MTGE
2018022000638001,Brooklyn,11208,4154,77,68 FOUNTAIN AVENUE,2018-02-22,164335,MTGE
2018022000665002,Queens,11357,4612,71,14-14 UTOPIA PARKWAY,2018-02-22,954225,MTGE
2018022000993002,Queens,11434,12579,167,137-26 174TH   STREET,2018-02-22,30612.27,MTGE
2018022100017001,Queens,11691,15815,170,168A BEACH 24 STREET,2018-02-22,48744.25,MTGE
2018022100935002,Manhattan,,936,1001,"333 EAST 30TH   STREET, Unit 1-A",2018-02-22,832500,CORRM
2018021600602001,Brooklyn,11221,1658,22,794 JEFFERSON AVENUE,2018-02-21,3016.9,MTGE
2018022100330001,Bronx,10467,3332,58,3087 DECATUR AVENUE,2018-02-21,144432.02,MTGE
2018022000405001,Queens,11420,11779,24,131-13 134TH   STREET,2018-02-21,74884.85,MTGE
2018022000407001,Queens,11413,13094,54,185-04 144TH   AVENUE,2018-02-21,55689.92,MTGE
2018021400531002,Queens,11433,12164,55,110-36 UNION HALL STREET,2018-02-20,88660.9,MTGE
2018021501284004,Queens,11434,12174,93,158-11 LINDEN BOULEVARD,2018-02-20,480000,MTGE
2018022000545001,Bronx,10466,4830,12,659 EAST 227 STREET,2018-02-20,87570.42,MTGE
2018021201339002,Queens,11411,11055,38,209-02 NASHVILLE BOULEVARD,2018-02-16,577500,CORRM
2018021500260001,Bronx,10466,5011,7,1786 PITMAN AVENUE,2018-02-16,10924.64,MTGE
2018021500404001,Queens,11416,9402,19,97-40 101ST   STREET,2018-02-16,119929.73,MTGE
2018021300980001,Brooklyn,11207,3886,95,135 SUNNYSIDE AVENUE,2018-02-15,138215.17,MTGE
2018021301095001,Brooklyn,11207,4087,42,606 VAN SICLEN AVENUE,2018-02-15,28814.36,MTGE
2018021400208001,Brooklyn,11234,7883,39,1351 EAST 58TH   STREET,2018-02-15,93898.82,MTGE
2018021400639003,Queens,11415,3328,36,120-19 83RD   AVENUE,2018-02-15,954225,MTGE
2018021400658003,Queens,11357,4429,24,13-10 142ND   STREET,2018-02-15,954225,MTGE
2018021200115002,Queens,11001,8819,41,86-12 261ST   STREET,2018-02-13,900000,MTGE
2018021200439005,Brooklyn,11207,3436,35,249 COOPER STREET,2018-02-13,954225,MTGE
2018021201007003,Queens,11435,11946,109,147-35 ARLINGTON TERRACE,2018-02-13,954225,MTGE
2018021201059003,Queens,11413,12731,32,124-11 WILLIAMSON AVENUE,2018-02-13,103386.14,MTGE
2018020900842001,Bronx,10467,4649,83,3703 OLINVILLE AVENUE,2018-02-12,85004.79,MTGE
2018020700555001,Queens,11429,11117,1,214-01 110TH   AVENUE,2018-02-09,107553.22,MTGE
2018020801291002,Brooklyn,11229,7339,2,3028 AVENUE T,2018-02-09,954225,MTGE
2018020800009002,Bronx,10466,4878,70,1046 EAST 232 STREET,2018-02-08,145305.32,MTGE
2018020600562001,Queens,11369,1389,28,91-13 31ST   AVENUE,2018-02-07,14083.28,MTGE
2018020600122001,Queens,11423,10365,66,102-54 187TH   STREET,2018-02-06,0.87,MTGE
2018020600134001,Queens,11434,12461,8,119-17 178TH   PLACE,2018-02-06,72790.93,MTGE
2018020500861001,Bronx,10465,5537,108,944 BALCOM AVENUE,2018-02-05,29979.88,MTGE
2018020200179001,Queens,11433,12172,30,113-07 155TH   STREET,2018-02-05,4429.77,MTGE
2018020500164001,Brooklyn,11236,8245,18,1149 EAST 99TH   STREET,2018-02-05,104655.53,MTGE
2018020500255001,Brooklyn,11236,8303,37,1419 EAST 100 STREET,2018-02-05,132298.79,MTGE
2018020500753003,Bronx,10467,3349,5,3124 HULL AVENUE,2018-02-05,892500,MTGE
2018020200619002,Queens,11433,10294,35,177-03 112TH   AVENUE,2018-02-02,83193.56,MTGE
2018020100110003,Queens,11422,13555,19,241-11 WELLER AVENUE,2018-02-01,77475.49,MTGE
2018020100633003,Bronx,10456,2452,6,1114 SHERMAN AVENUE,2018-02-01,847500,MTGE
2018020100814001,Queens,11419,9546,33,107-54 109TH   STREET,2018-02-01,24198.47,MTGE
2018020101275001,Queens,11433,10206,16,111-29 168TH   STREET,2018-02-01,41103.69,MTGE
2018012400644002,Queens,11363,8050,18,236 ARLEIGH ROAD,2018-01-31,954225,MTGE
2018013000290001,Brooklyn,11208,4479,54,479 MONTAUK AVENUE,2018-01-31,126755.73,SMTG
2018013000447001,Brooklyn,11207,3784,117,343 HINSDALE STREET,2018-01-31,1115.26,MTGE
2018013000584002,Brooklyn,11207,4077,109,649 BARBEY STREET,2018-01-31,954225,MTGE
2018012901172002,Queens,11412,11033,54,191-31 115TH   DRIVE,2018-01-30,712500,MTGE
2018012600008003,Bronx,10473,3509,59,407 HOWE AVENUE,2018-01-29,108043.42,MTGE
2018012600439001,Bronx,10472,3775,24,1240 WARD AVENUE,2018-01-29,101429.7,MTGE
2018012601133002,Brooklyn,11208,4232,1,997 BELMONT AVENUE,2018-01-29,139225.27,MTGE
2018012900607001,Queens,11378,2629,79,59-15 54TH   STREET,2018-01-29,38928.88,MTGE
2018012900741002,Queens,11368,1953,6,103-16 MARTENSE AVENUE,2018-01-29,151079.81,MTGE
2018011801066003,Manhattan,,1988,1001,"519 WEST 135 STREET, Unit 1A CA",2018-01-26,954225,MTGE
2018012501006001,Queens,11412,11064,80,116-42 194TH   STREET,2018-01-26,139340,MTGE
2018012600007003,Queens,11413,12934,135,131-11 224TH   STREET,2018-01-26,112458.15,MTGE
2018010800524004,Bronx,10469,4784,39,1605 ARNOW AVENUE,2018-01-25,954225,MTGE
2018012400821003,Queens,11421,8919,48,80-63 87TH   AVENUE,2018-01-25,954225,MTGE
2018012400341002,Queens,11434,15013,7,144-35 158TH   STREET,2018-01-25,26989.55,MTGE
2018012400741003,Bronx,10469,4743,124,3327 EASTCHESTER ROAD,2018-01-24,720000,MTGE
2018012300844001,Bronx,10467,4662,72,773 EAST 214 STREET,2018-01-24,12389.57,MTGE
2018012300846001,Brooklyn,11236,8067,15,1257 EAST 88TH   STREET,2018-01-24,8762.22,MTGE
2017110700353001,Bronx,10466,5124,31,1025 EAST 241 STREET,2018-01-23,122452.43,MTGE
2018011700645002,Queens,11691,15652,16,14-16 CHANDLER STREET,2018-01-23,601500,MTGE
2018012200963002,Queens,11418,9297,3,87-38 108TH   STREET,2018-01-23,954225,MTGE
2018011601606001,Queens,11412,10929,22,194-23 109TH   ROAD,2018-01-18,102723.72,MTGE
2018011800044001,Brooklyn,11234,7805,53,1086 EAST 58TH   STREET,2018-01-18,94376.12,MTGE
2018010901417001,Bronx,10466,4901,34,1160 EAST 223,2018-01-17,37637.76,MTGE
2018011500436001,Brooklyn,11203,4934,34,3421 CLARENDON ROAD,2018-01-17,84725.34,MTGE
2018010901435001,Queens,11419,9606,60,107-41 126TH   STREET,2018-01-16,108007.98,MTGE
2018011100675001,Brooklyn,11233,1444,18,2412 PACIFIC STREET,2018-01-12,108789.98,MTGE
2018011201559001,Queens,11418,9199,32,109-07 86TH   AVENUE,2018-01-12,101681.57,MTGE
2017122000343002,Bronx,10472,3874,66,1323 COMMONWEALTH AVENUE,2018-01-11,900000,MTGE
2018010500371001,Queens,11423,10353,176,186-01 HENDERSON AVENUE,2018-01-11,88952.15,MTGE
2018011000008003,Bronx,10466,4898,77,1288 EAST 224 STREET,2018-01-11,49571.49,MTGE
2018011000045001,Brooklyn,11203,4734,47,599 EAST 49TH   STREET,2018-01-11,126214,MTGE
2018011000896001,Brooklyn,11236,8145,44,944 EAST 96TH   STREET,2018-01-11,14206.02,MTGE
2018011100172001,Brooklyn,11206,1591,70,287A HART STREET,2018-01-11,6236.45,MTGE
2018011100491001,Queens,11420,11795,64,133-16 135TH   PLACE,2018-01-11,106852.71,MTGE
2018010900142002,Queens,11379,2988,61,63-43 77TH   PLACE,2018-01-10,954225,CORRM
2018010901061002,Queens,11434,12404,32,115-54 174TH   STREET,2018-01-10,837000,MTGE
2018011000361001,Queens,11421,8851,269,80-15 85TH   DRIVE,2018-01-10,33228.86,MTGE
2017122700353002,Queens,11434,12255,3,12241 LONG STREET,2018-01-09,645000,MTGE
2018010600040002,Brooklyn,11230,5198,32,1219 NEWKIRK AVENUE,2018-01-09,938250,CORRM
2018010800010003,Brooklyn,11208,4231,21,92 DOSCHER STREET,2018-01-09,121064.82,MTGE
2018010800015001,Queens,11418,9319,51,112-01 93RD   AVENUE,2018-01-09,47738.27,MTGE
2018010301032002,Brooklyn,11210,7747,40,935 EAST 43RD   STREET,2018-01-08,787500,MTGE
2018010400749001,Queens,11422,13573,17,141-42 247TH   STREET,2018-01-08,107251.43,MTGE
2018010500767001,Queens,11429,11201,47,108-23 221ST   STREET,2018-01-08,85680.56,MTGE
2018010501067002,Bronx,10469,4618,17,3222A PEARSALL AVENUE,2018-01-08,562500,MTGE
2017122900904001,Queens,11691,15534,7,13-37 BRUNSWICK AVENUE,2018-01-05,76022.48,MTGE
2018010300931002,Brooklyn,11207,3773,139,428 VERMONT STREET,2018-01-05,682500,MTGE
2018010400009001,Bronx,10457,3037,108,457 EAST 181 STREET,2018-01-05,2894.95,MTGE
2017121301057002,Brooklyn,11238,2018,2,277 ST JAMES PLACE,2018-01-03,954225,MTGE
2018010200002001,Brooklyn,11236,8108,55,752 EAST 91ST   STREET,2018-01-03,128449.12,MTGE
2018010200350002,Queens,11434,13075,53,N/A 181ST   STREET,2018-01-03,37348.69,MTGE
2017122800973001,Queens,11428,10545,85,94-25 211TH   STREET,2018-01-02,94111.29,MTGE
2017122600438005,Queens,11433,10304,61,112-37 180TH STREET,2018-01-02,750000,MTGE
2017122900005003,Queens,11413,12674,33,121-18 193RD   STREET,2018-01-02,125993.58,MTGE
2017122900006003,Queens,11413,12674,33,121-18 193RD   STREET,2018-01-02,125993.58,MTGE
2017122900007001,Bronx,10466,4996,45,4264 CARPENTER AVENUE,2018-01-02,77559.54,MTGE
2017122900036001,Queens,11433,10131,37,107-28 154TH   STREET,2018-01-02,129391.19,MTGE
2017122900355001,Queens,11426,7956,25,236-19 88TH   AVENUE,2018-01-02,2398.52,MTGE
2017122900559002,Queens,11429,11144,18,216-26 111TH   AVENUE,2018-01-02,954225,MTGE
2017122700157001,Bronx,10469,4452,66,2547 LACONIA AVENUE,2017-12-28,150998.76,MTGE
2017122700208002,Bronx,10467,3348,17,3330 PERRY AVENUE,2017-12-28,862500,MTGE
2017122701120002,Queens,11355,6357,27,56-14 134TH   STREET,2017-12-28,954225,MTGE
2017122800193001,Brooklyn,11208,4269,22,1340 SUTTER AVENUE,2017-12-28,33889.59,MTGE
2017121500061001,Brooklyn,11233,1663,43,786A HANCOCK,2017-12-27,157576.61,MTGE
2017122600378001,Bronx,10458,3300,72,2669 BRIGGS AVENUE,2017-12-27,123145.59,MTGE
2017122100887001,Queens,11434,12486,60,177-46 LESLIE ROAD,2017-12-27,59386.1,MTGE
2017121100727001,Bronx,10459,2758,12,1148 LONGFELLOW,2017-12-26,162880.83,MTGE
2017121401366001,Bronx,10469,4480,70,2541 EASTCHESTER ROAD,2017-12-26,96150.29,MTGE
2017122101368002,Queens,11412,10990,18,194-34 113TH   ROAD,2017-12-26,128140.32,MTGE
2017122200820001,Brooklyn,11219,5597,20,1128 42ND   STREET,2017-12-26,216126.22,MTGE
2017122101391001,Brooklyn,11221,1642,35,722 MONROE STREET,2017-12-22,27593,MTGE
2017120500077002,Brooklyn,11215,1107,50,569 16TH STREET,2017-12-21,954225,MTGE
2017122000525001,Brooklyn,11216,1844,38,154 HALSEY STREET,2017-12-21,161202.65,MTGE
2017122000827001,Brooklyn,11203,4890,16,272 EAST 37TH   STREET,2017-12-21,6265.5,MTGE
2017112000022001,Brooklyn,11236,8224,19,1649 ROCKAWAY PARKWAY,2017-12-19,91713.69,MTGE
2017112101221001,Brooklyn,,8237,1012,"1368 EAST 92ND   STREET, Unit 300",2017-12-19,33536.56,MTGE
2017121500733004,Brooklyn,11236,7964,81,560 EAST 86TH   STREET,2017-12-19,720000,MTGE
2017121800165001,Queens,11412,10969,84,191-25 113TH   AVENUE,2017-12-19,85952.15,MTGE
2017121800780002,Queens,11385,3714,48,78-37 61ST   STREET,2017-12-19,942000,MTGE
2017121900008001,Brooklyn,11203,4963,10,4624 CLARENDON ROAD,2017-12-19,121550.43,MTGE
2017113000959001,Bronx,10469,4691,19,927 EAST 220 STREET,2017-12-18,23296.99,MTGE
2017121201013001,Brooklyn,11203,4683,81,113 E. 57TH. STREET,2017-12-18,780000,MTGE
2017121500545002,Queens,11413,13027,63,137-32 SLOAN STREET,2017-12-18,630.47,MTGE
2017121500455001,Queens,11416,9409,40,97-45 107TH   STREET,2017-12-18,133571.64,MTGE
2017121301015002,Queens,11436,12085,10,137-41 135TH   AVENUE,2017-12-15,705000,MTGE
2017121400149002,Queens,11692,16038,43,457 BEACH 64 STREET,2017-12-15,532500,MTGE
2017121400633001,Brooklyn,11203,4769,15,724 EAST 49TH   STREET,2017-12-15,30803.43,MTGE
2017121400648003,Queens,11434,12468,82,119-64 178TH   STREET,2017-12-15,712500,MTGE
2017121101017002,Brooklyn,11203,4897,15,896 TROY AVENUE,2017-12-15,787500,MTGE
2017121101113001,Queens,11413,12934,111,131-61 224TH,2017-12-15,113208.7,MTGE
2017121200217002,Bronx,10469,4714,48,3806 LACONIA AVENUE,2017-12-14,847500,MTGE
2017121201381003,Queens,11379,2965,18,62-26 79TH   STREET,2017-12-14,954225,MTGE
2017121300020001,Queens,11413,13121,42,135-12 227TH   STREET,2017-12-14,48455.47,MTGE
2017121300442001,Queens,11692,16029,54,6-31 BEACH 68 STREET,2017-12-14,94658.87,MTGE
2017121300725001,Queens,11422,13704,43,149-19 149TH   ROAD,2017-12-14,118119.89,MTGE
2017121400516001,Bronx,10459,2748,152,1029 BRYANT AVENUE,2017-12-14,3064.15,MTGE
2017121400906001,Bronx,10469,4765,1,3154 KINGSLAND AVENUE,2017-12-14,64252.41,MTGE
2017121101231001,Brooklyn,11236,8164,6,9515 GLENWOOD ROAD,2017-12-13,5221.37,MTGE
2017121200038002,Queens,11362,8217,158,248-44 THEBES AVENUE,2017-12-13,954225,MTGE
2017121200371001,Brooklyn,,7965,133,N/A CANARSIE LANE,2017-12-13,43297.68,MTGE
2017121300322001,Bronx,10458,3276,135,2607 DECATUR AVENUE,2017-12-13,141883.48,MTGE
2017120500928002,Queens,11436,12060,256,12719 142ND ST,2017-12-12,675000,MTGE
2017120801033002,Brooklyn,11225,1324,13,22 LAMONT COURT,2017-12-12,954225,MTGE
2017121100769001,Queens,11422,13569,52,243-40 144TH   AVENUE,2017-12-12,129334.98,MTGE
2017121100996001,Queens,11420,11876,100,135-09 134TH   PLACE,2017-12-12,21429.7,MTGE
2017120700863002,Brooklyn,11203,4920,36,383 EAST 35TH   STREET,2017-12-11,825000,MTGE
2017112100389002,Queens,11432,6863,334,159-02 GRAND CENTRAL PKWY,2017-12-08,930000,MTGE
2017120700758002,Queens,11411,11308,50,115-104 227TH   STREET,2017-12-08,604500,MTGE
2017120800358001,Bronx,10473,3699,28,2344 QUIMBY AVENUE,2017-12-08,45539.01,MTGE
2017120500603001,Brooklyn,11229,8831,72,313 ALLEN AVENUE,2017-12-07,42537.61,MTGE
2017120600778001,Queens,11421,8961,54,91-25 81ST   STREET,2017-12-07,900000,MTGE
2017120700698002,Bronx,10469,4564,52,2790 SEXTON PLACE,2017-12-07,735000,MTGE
2017120500086002,Queens,11365,5648,19,50-19 194TH STREET,2017-12-06,954225,MTGE
2017120500527002,Queens,11368,1953,6,103-16 MARTENSE AVENUE,2017-12-06,151079.81,MTGE
2017120500754003,Queens,11358,5521,65,44-09 196TH   STREET,2017-12-06,954225,MTGE
2017120501230002,Queens,11413,13707,34,147-31 227TH   STREET,2017-12-06,60994.4,MTGE
2017120100377001,Brooklyn,11207,4298,73,657 SHEFFIELD AVENUE,2017-12-05,40895.97,MTGE
2017112901123002,Queens,11413,13135,29,220-04 138TH   ROAD,2017-12-04,892500,MTGE
2017120100004001,Queens,11429,11209,18,111-15 225TH   STREET,2017-12-04,91645.93,MTGE
2017120100009001,Brooklyn,11229,6829,76,1825 EAST 23RD   STREET,2017-12-04,0,MTGE
2017112100478002,Brooklyn,11213,1243,49,1083 STERLING PLACE,2017-12-01,954225,MTGE
2017113001244001,Bronx,10451,2405,18,382 EAST 159 STREET,2017-12-01,127817.07,MTGE
2017120100364001,Bronx,10454,2551,118,594 EAST 139 STREET,2017-12-01,75581.83,MTGE
2017110300706002,Queens,11365,6917,55,65-26 UTOPIA PARKWAY,2017-11-30,636150,MTGE
2017112900014001,Brooklyn,11208,4212,9,453 CHESTNUT STREET,2017-11-30,0,MTGE
2017113000522002,Bronx,10465,5521,257,290 PENNYFIELD AVENUE,2017-11-30,954225,MTGE
2017113000522002,Bronx,10465,5521,256,N/A CHAFFEE AVENUE,2017-11-30,954225,MTGE
2017113000522002,Bronx,10465,5521,258,N/A PENNYFIELD AVENUE,2017-11-30,954225,MTGE
2017112900159002,Brooklyn,11229,7302,8,2318 AVENUE S,2017-11-30,954225,MTGE
2017112900223001,Bronx,10469,4616,58,3231 TENBROECK AVENUE,2017-11-30,138031.18,MTGE
2017112100159001,Bronx,10466,5014,64,4136 ELY AVENUE,2017-11-29,135515.34,MTGE
2017112101372001,Queens,11420,11898,34,150-07 129TH   STREET,2017-11-29,94253.93,MTGE
2017112201532002,Brooklyn,11207,4420,52,1035 HENDRIX STREET,2017-11-29,592500,MTGE
2017112700234002,Brooklyn,11203,4963,34,1236 SCHENECTADY AVENUE,2017-11-29,712500,MTGE
2017112700440002,Brooklyn,11218,5175,73,457 STRATFORD ROAD,2017-11-29,954225,MTGE
2017112700478002,Brooklyn,11234,7771,158,4578 KINGS HIGHWAY,2017-11-29,757500,MTGE
2017112800176001,Queens,11413,13188,4,232-15 141ST   AVENUE,2017-11-29,8315.83,MTGE
2017111000237002,Queens,11367,6599,54,136-86 71ST ROAD,2017-11-28,954225,MTGE
2017112001130003,Brooklyn,11207,3775,111,397 WYONA STREET,2017-11-28,615000,MTGE
2017112201221001,Queens,11436,12109,52,130-16 147TH   STREET,2017-11-28,71264.72,MTGE
2017112201384002,Queens,11358,5372,10,196-19 42ND   ROAD,2017-11-28,954225,MTGE
2017112100297001,Brooklyn,11236,7914,35,8912 AVENUE B,2017-11-27,3621.7,MTGE
2017112101320002,Queens,11413,12959,29,133-11 220TH   STREET,2017-11-27,622500,CMTG
2017110201303002,Brooklyn,11208,4117,46,407 RIDGEWOOD AVENUE,2017-11-24,954225,MTGE
2017112000310002,Queens,11429,11130,5,216-10 110TH   AVENUE,2017-11-24,841500,MTGE
2017112100447002,Queens,11412,12639,58,118-02 205TH   STREET,2017-11-24,652500,MTGE
2017111700993003,Brooklyn,11218,5275,50,9 REEVE PLACE,2017-11-22,954225,MTGE
2017111701168002,Queens,11411,12746,95,117-27 229TH   STREET,2017-11-22,705000,MTGE
2017112000978002,Bronx,10469,4761,90,1474 BURKE AVENUE,2017-11-22,600000,MTGE
2017112101122002,Bronx,10461,4328,17,2173 HONE AVENUE,2017-11-22,954225,MTGE
2017110801239002,Brooklyn,11235,8782,20,2344 VOORHIES,2017-11-21,907500,MTGE
2017111300778001,Brooklyn,11209,5891,103,7108 RIDGE COURT,2017-11-21,130997.36,MTGE
2017112100006001,Bronx,10466,4840,78,754 EAST 227 STREET,2017-11-21,135937.51,MTGE
2017111600369001,Brooklyn,11207,4298,73,657 SHEFFIELD AVENUE,2017-11-21,40895.97,MTGE
2017111600761002,Queens,11417,11557,28,150-21 TAHOE STREET,2017-11-21,954225,MTGE
2017103000209001,Bronx,,3432,1661,"317 SURF DRIVE, Unit 227A",2017-11-20,29099.97,MTGE
2017111400846003,Queens,11434,12204,152,153-24 FOCH BOULEVARD,2017-11-20,472500,MTGE
2017111500971001,Queens,11433,12320,88,164-20 O'DONNELL ROAD,2017-11-20,954225,MTGE
2017111401061002,Queens,11420,11672,38,128-07 116TH   AVENUE,2017-11-17,696000,MTGE
2017111400124001,Queens,11433,12161,28,110-22 158TH   STREET,2017-11-17,95277.83,MTGE
2017110601064001,Queens,11429,10917,25,207-19 HOLLIS AVENUE,2017-11-16,108913.78,MTGE
2017110700291001,Queens,11421,8897,19,87-40 75TH   STREET,2017-11-16,94485.03,MTGE
2017110900460002,Queens,11411,11055,12,209-46 NASHVILLE BOULEVARD,2017-11-16,750000,MTGE
2017111300022003,Queens,11413,13455,32,146-15 221ST   STREET,2017-11-16,112607.73,MTGE
2017110900741002,Queens,11429,11141,90,214-09 112TH   ROAD,2017-11-15,742500,MTGE
2017111000198001,Brooklyn,11212,3624,50,594 CHESTER STREET,2017-11-15,139850.2,MTGE
2017111000476003,Queens,11365,7150,27,69-48 198TH   STREET,2017-11-15,954225,MTGE
2017111300269002,Bronx,10458,3146,52,2353 TIEBOUT AVENUE,2017-11-15,114978.82,MTGE
2017111300834002,Bronx,10473,3688,30,2142 BRUCKNER BOULEVARD,2017-11-15,952500,MTGE
2017110300465001,Queens,11691,15741,9,10-23 BAY 31ST   STREET,2017-11-14,71771.2,MTGE
2017110900158002,Queens,11417,9153,23,105-38 89TH   STREET,2017-11-14,930000,MTGE
2017110900646001,Queens,,341,1010,35-40 30TH   STREET,2017-11-14,21579.87,MTGE
2017110701043002,Brooklyn,11208,4164,8,339 EUCLID AVENUE,2017-11-13,715500,MTGE
2017090800458003,Brooklyn,11208,4105,104,37 COX PLACE,2017-11-09,667500,MTGE
2017110700334001,Queens,11429,10784,12,97-27 219TH   STREET,2017-11-09,62264.42,MTGE
2017110700525001,Queens,11369,1090,165,23-17 96TH   STREET,2017-11-09,120683.32,MTGE
2017110700986001,Queens,11369,1691,41,31-37 104TH   STREET,2017-11-09,172511.1,MTGE
2017110700201001,Brooklyn,11234,8488,56,1854 EAST 49TH   STREET,2017-11-09,140825.72,MTGE
2017071100776003,Bronx,10453,2877,785,1625 POPHAM AVENUE,2017-11-08,675000,MTGE
2017110201437002,Brooklyn,11203,4937,43,517 EAST 37TH   STREET,2017-11-08,712500,MTGE
2017110201470002,Queens,11422,13234,3,240-15 137TH AVENUE,2017-11-08,735000,CORRM
2017110300200002,Queens,11413,13077,39,143-20 182ND   PLACE,2017-11-08,780000,MTGE
2017110600313001,Brooklyn,11236,8030,34,74 PAERDEGAT 2 STREET,2017-11-08,118852.26,MTGE
2017110600419002,Queens,11413,12969,10,133-22 FRANCIS LEWIS BLVD,2017-11-08,690000,MTGE
2017110600745001,Queens,11434,12316,13,140-53 160TH   STREET,2017-11-08,111366.93,MTGE
2017110700615001,Bronx,10458,3296,18,2866 BRIGGS AVENUE,2017-11-08,106906.33,MTGE
2017102400158001,Queens,11411,11270,6,114-95 226TH   STREET,2017-11-06,55329.33,MTGE
2017110300989001,Queens,11422,12875,33,128-15 234TH   STREET,2017-11-06,94988.81,MTGE
2017110301223002,Bronx,10462,4036,39,1730 WALLACE AVENUE,2017-11-06,954225,MTGE
2017110301337001,Queens,11427,10571,23,89-34 207TH   STREET,2017-11-06,90015.29,MTGE
2017103101167002,Queens,11411,11289,40,115-10 226TH   STREET,2017-11-03,675000,MTGE
2017110201258002,Brooklyn,11207,4330,13,734 SCHENCK AVENUE,2017-11-03,937500,MTGE
2017110300075002,Queens,11370,967,26,71-07 DITMARS BOULEVARD,2017-11-03,954225,MTGE
2017110300322001,Bronx,10466,4847,61,850 EAST 223 STREET,2017-11-03,44510.06,MTGE
2017102301181003,Queens,11385,3717,4,6410 COOPER AVENUE,2017-11-02,954225,MTGE
2017103101233002,Queens,11004,8774,45,83-22 263RD   STREET,2017-11-02,900000,MTGE
2017103100367002,Brooklyn,11215,989,73,421 6 STREET,2017-11-01,954225,MTGE
2017110100792002,Queens,11435,10084,14,107-30 LIVERPOOL STREET,2017-11-01,954225,MTGE
2017110100850002,Queens,11436,12043,128,120-40 146TH   STREET,2017-11-01,697500,MTGE
2017102601560002,Brooklyn,11213,1371,27,1288 PARK PLACE,2017-10-31,954225,MTGE
2017103001510001,Queens,11422,13669,52,255-11 149TH   ROAD,2017-10-31,76640.94,MTGE
2017103000295001,Queens,11429,11003,148,113-09 207TH   STREET,2017-10-31,90300.23,MTGE
2017103000544001,Queens,11434,12305,25,137-34 158TH   STREET,2017-10-31,41404.84,MTGE
2017103000602001,Queens,11421,8992,238,93-05 95TH   STREET,2017-10-31,1348.48,MTGE
2017103000803002,Queens,11423,9907,24,90-40 186TH   STREET,2017-10-31,768000,MTGE
2017103000944002,Queens,11423,10466,2,197-04 91ST   AVENUE,2017-10-31,907500,MTGE
2017103001123002,Queens,11433,10193,22,110-34 166TH   STREET,2017-10-31,112682.68,MTGE
2017102700917001,Queens,11423,10867,62,100-11 200TH   STREET,2017-10-30,106382.16,MTGE
2017102701035003,Queens,11375,3162,19,67-30 EXETER STREET,2017-10-30,954225,MTGE
2017102601562002,Queens,11360,5804,28,23-40 205TH   STREET,2017-10-27,954225,MTGE
2017102601624002,Bronx,10469,4689,4,3757 PAULDING AVENUE,2017-10-27,900000,MTGE
2017101100883003,Queens,11434,12373,153,17121 119TH   ROAD,2017-10-26,525000,MTGE
2017102300341001,Queens,11416,9081,53,81-53 102ND   AVENUE,2017-10-26,134563.47,MTGE
2017102501071002,Queens,11411,11323,43,116-16 223RD   STREET,2017-10-26,684000,MTGE
2017102500735001,Queens,11413,13166,43,135-14 232ND   STREET,2017-10-25,126414.23,MTGE
2017101701085002,Queens,11422,13175,20,137-33 233RD   STREET,2017-10-24,780000,CORRM
2017102301224002,Queens,11411,12759,40,118-51 222ND   STREET,2017-10-24,547500,MTGE
2017102400387001,Brooklyn,11203,4779,76,805 EAST 48TH   STREET,2017-10-24,825000,MTGE
